HITId	tweet	directness
4745	I love being faggot \ud83e\udd27\ud83d\ude0d	indirect
2317	ICONIC.. AND FACTUAL! The best thing that slothy little cunt has said in a long time merry Saturday you filthy ani\u2026 @URL	indirect
2290	@user @user Short but sweet! ... I mean your tweet not that little twat \ud83e\udd23\ud83d\ude02\ud83e\udd23	indirect
2340	@user @user This.\n60s peace and love soibois didn't want gooky dooky ching chong chinamen to die so th\u2026 @URL	indirect
3009	@user You actively enjoy being a dim witted mongoloid?	indirect
4808	@user Good job faggot	indirect
3765	Fucking dog is a nightmare at the best of times so all we have had is an extra hour of him being a twat \ud83d\ude44\ud83d\udc36	indirect
2265	@user But the retarded boy ok	indirect
3143	@user @user I thought that was par.. the twat waffle	indirect
1198	@user @user He\u2019s a twat that\u2019s why.	indirect
4079	Ceo is a racist sumbag and his boss the sand nigger	indirect
1761	lmao this girl at my job today said she loves my \u201csass\u201d. please just call me a faggot	indirect
3929	Call them what they are ILLEGAL ALIENS not undocumented immigrants!! @URL	indirect
2517	@user Haha do it faggot no balls	direct
5437	@user I don’t know ching chong so much thou	indirect
877	get cancer retard @URL	indirect
2269	\ud83d\udc96 GFs sister was high and offered her tight pussy amazing tight fresh cunt @URL	indirect
3297	what\u2019s with mongy lads liking a picture on insta and trying to talk to you immediately after get lost!!!!!!!	indirect
3459	an abdomen of a supremacy: flat-bottomed and mongoloid	indirect
139	If you want to prove to all who know you just how big a cunt you can be....shoot &amp; kill a sleeping lion that\u2019ll do\u2026 @URL	indirect
5631	You're derangedold and whitetoo.Why do you hate yourself?It's okay to be white. @URL	indirect
5476	@user @user There's always a handful of twat waffles!	indirect
3178	@user Follow me back you spic	direct
5446	@user Why do you care more about illegal immigrants than Americans?	indirect
99	Bald twat. \n\nHe can't do anything about a tie!! @URL	indirect
1452	@user @user @user Follow me you dirty jew	direct
3208	@user @user ching chong ching ching jackie chan	indirect
3051	just got emoted on by newgen reaper retard	direct
4159	Anyways I hate myself for being a faggot and procrastinating.	indirect
1759	People like me - mouthy straight white cis male leftist loudmouths - aren't especially high on the target list of\u2026 @URL	indirect
2136	@user @user This is how people from shithole countries behave.	indirect
1876	@user The Lord wants us to make the World s better place. We can\u2019t do that if our country becomes a shithole.	indirect
2158	that criss cross arm dance that little white boys love to do is the new way of calling someone a faggot	indirect
4082	@user @user I got banned for calling a terf a retard but apparently this is okay	indirect
1071	Steven Taylor is a twat. \n\nRoss Aloisi is going mental.#BRIvWEL	direct
2320	@user (1) What a mongol. What is wrong in being a nationalist ? \nIf people were no nationalist then there w\u2026 @URL	indirect
2753	@user Yes @user is a mongoloid	indirect
97	@user @user I look like a dyke bruh \ud83d\ude2d	indirect
4793	@user just let me keep it and look like a retard lmao	indirect
577	@user English is a soup taker	indirect
4890	If anyone knows Lou Landers as a \u201cbouncer\u201d at Lillys u know hes a faggot	indirect
4685	@user I go back to watch this every couple of months to see the racist ghost which calls your friend a \chinaman\	indirect
5247	@user Congrats u dumb twat	indirect
1762	Notice how he fucking looks at Pearce\u2019s foot and sizes up the step. Whatta cunt. Get this fuckhead outta the MLB. @URL	indirect
115	@user Of course the feminazi's will roll one out after the other. What frauds!	direct
4907	When I see a faggot I floor it @URL	indirect
379	@user @user This would break your heart. America so advanced ins many ways but conversely so retarded w\u2026 @URL	indirect
4828	Look at this absolute doos! If you're a trophy hunter you're not a man you're a cunt. I understand hunting for foo\u2026 @URL	indirect
5337	My sleeping schedule is retarded \ud83d\ude44	indirect
3888	I was really walking around tailgate today high as pterodactyl twat.	indirect
2695	@user Great Saturday afternoon entertainment at Fairfax Park 4 goals 3points and fantastic faggot chips\u2026 @URL	indirect
4070	@user it isn't and wasn't and never was \made for RP griefing\ you fuckin mongoloid lmao. it was made\u2026 @URL	indirect
3047	Don\u2019t be like the @user passengers I had tonight that kept saying faggot/fag/queers over and over even after I aske\u2026 @URL	indirect
4627	representative tax cut a man of tremendous courage and grit may someday be recognized as a shithole countries	indirect
1110	Like father like Son. happy birthday mon negro et mon filleul.God.bless your Fam' @URL	indirect
4507	@user icicle twat	indirect
3242	@user Lewis and being a faggot	direct
4389	Bigot is Old English (&amp;German) that means by God. By God Im a bigot.I aint afraid of filthy faggot queers.I love my\u2026 @URL	indirect
2020	Whenever I hit 1000 followers I feel so self-destructive. Like a nigger near a cop car.	indirect
1708	You wanna call me a nigger with your whole chest and then block meike bitch @URL	indirect
2183	Wealthy would-be immigrants told to lie about their assets intentions — even their identity | CBC News… @URL	indirect
1846	@user Bro that\u2019s expected I sparred this mf and his pace is retarded.	indirect
1455	#feminization #coercedfem #faggot #sissification #sluttraining watch this clip at @URL @URL	indirect
4122	@user Stop being retarded retard @URL	indirect
2425	@user @user @user If you don\u2019t like the rally\u2019s don\u2019t go mongoloid	indirect
4694	Let get this cunt banned @URL	direct
4629	@user @user that mongoloid is a scammer what's he doing now lmfao	indirect
3869	No point in possibly being retarded .	indirect
4209	@user @user @user Only if we push back against leftist professors like #BillAyers writing\u2026 @URL	indirect
3952	Imagine Yoongi working his tongue technology on you his hands tightly gripping your hips as he fucks your cunt wit\u2026 @URL	indirect
813	@user Like clockwork all the white liberals applaud their diplomatic magic negro. Your patience is why you… @URL	indirect
2388	@user @user yeah he was sat in front of me retard	indirect
5626	@user @user @user @user Can’t count the illegal aliens and they are being deported faster than ever.	indirect
5124	@user negro besho	direct
4704	@user Ai spic inglis\ud83d\ude1c\ud83d\ude1c\ud83d\ude1c\ud83d\ude1c	indirect
4554	@user @user you started smoking weed like 8 months ago you old faggot	indirect
4724	@user So ? - Many people have Obama stickers does that make them leftist terrorists ? . Antifa &amp; BLM are know\u2026 @URL	indirect
3516	@user @user yes I\u2019m aware but I\u2019m seeing a lot of controversy and I don\u2019t understand	indirect
1414	@user text me back faggot	indirect
3943	That stiff arm had “keep your distance nigger” written all over it. @URL	indirect
4729	@user Where's the option for \a complete faggot\ in the poll? Because that's my vote.	indirect
2993	Dirty stupid nigger typical @URL	indirect
2966	boys are fucking retarded	indirect
2410	Geert Wilder Dutch legislator states that Syrian refugees in the Netherlands came because Syria was not safe. As… @URL	indirect
2810	I'm a retard. Yes we are exist and yes we do as here	indirect
3291	Because the republican controlled congress voted down every gun control bill he put forward you insufferable cunt. @URL	indirect
5473	Oh fuck off you cunt he\u2019s come back after a nasty injury and scored twice leave the lad alone you mardy little non\u2026 @URL	indirect
1533	@user They're not hard if you know ching chong	indirect
5074	stan twitter thinks they\u2019re so funny making jokes about x\u2019s death . don\u2019t be surpised when ching chong junior dies\u2026 @URL	direct
3710	@user @user @user @user Rudd was a narcissistic twat\nGillard was the best PM we've h\u2026 @URL	indirect
2600	I hate the term illegal aliens #HTGAWM	indirect
1573	@user That's because Twitter is retarded and doesn't remember the Bush or Obama years. We've been at each other\u2026 @URL	indirect
4548	@user Yeah the twat has a tweet for everything.	indirect
3136	Fuck off twat.... @URL	indirect
3664	Just stopped myself from viciously going after some deluded twitter twat who talked smack about THE @user @URL	indirect
2198	Who tf adds someone to a gc full of latinx so they can call them nigger and be pieces of shit? To get beat tf up by the WRONG ONE	indirect
5182	@user Bandri go back to your country pakistan not is your country your country is afghanistan	direct
4481	@user @user @user @user @user You called me a raghead first. If you\u2026 @URL	direct
2477	he\u2019s acting this brave like the administration won\u2019t electrocute his faggot ass to smithereens \ud83d\ude2d @URL	direct
3348	@user What a mongy cunt	indirect
1038	I want out of this shithole country	indirect
2185	@user @user Incoherent twat	indirect
1623	@user Fucking retard you are	direct
697	@user As a member of the negro delegation we are hurt and sickened by this loss	indirect
3084	I want to punch his face so fucking much disrespectful ching chong	indirect
1335	this photo called me a dyke and spic then spat in my face and broke my arm @URL	indirect
3335	@user shit retard aint got a clue what hes doing	indirect
4513	But half of ASIB is Gaga. Are u retarded? Did Beyonce win a golden globe or nominated for an Oscar?!? Gaga remains\u2026 @URL	indirect
1932	Dawg why all yaw Michael Myers masks look retarded ?????\ud83d\ude02	indirect
4965	@user i was just wondering if your shithole country exports bone saws. I need to ask my friend sone questions a\u2026 @URL	indirect
3465	He's stupid rich &amp; has retarded money! @URL	indirect
2151	@user Full on twat	indirect
3656	I'm rated R for retarded	indirect
712	@user They replaced \retard\ with chud	indirect
5279	Kelly Rowland really called Freddie Kruger a faggot LMAOOOOOOOOOOOO @URL	indirect
3837	@user who tf spells it whelp?? it's welp you mongoloid	direct
2951	man i cant wait for my apprenticeship to be over so i can quit my job and leave this shithole company maybe even gtfo of this country	indirect
5277	@user @user Stfu and come party retard	direct
4211	@user Sigh.. And you said spic..	indirect
1014	@user They went full retard man	indirect
3290	if I say \u201cI have a bf\u201d don\u2019t continue to send me dick pics heinous cunt	indirect
2982	Has this twat ever backed a winner? @URL	indirect
1403	@user is a rastice bitch add fagot who sucks cock all dam day and night fucking faggot	direct
1050	@user Croatia doesn't want them and neither does anyone else!! PO back to your shithole country!!	indirect
2807	Another season dicking mongy teams 6-0 in the Championship next year it is then.	indirect
3648	Is you dum stupid or retarded? Milli Vanilli muafu**as. Zay Hitz Bi**h... Get me poppin Stop tryna be me. Just stop \ud83d\udeab\u270b\ud83d\udc4c\u270b\ud83d\udeab	indirect
2053	Yes I did this instead of doing ANYTHING productive fuck me im a dumb cunt	indirect
4511	Note : I m not talking about refugees	indirect
392	@user A retard and/or US federal asset who is also a lolicon decided to shoot up a synagogue. Gab the site he\u2026 @URL	indirect
3293	War does not equal terrorism you fucking mongoloid @URL	indirect
1615	&gt;Orders from ching chong\n\2018-10-25 12:49Belgium Item held by Customs Awaiting presentation to customs commissione\u2026 @URL	indirect
3612	he be acting like a faggot he won\u2019t neva get her back...	indirect
5416	when black people become conservative.... that doesnt mean go full retard that means your politics have changed to\u2026 @URL	indirect
1258	If you still playin fortnite your a faggot	indirect
1289	my birth mom wondered if I were retarded that I actually used a kendama as a toy to balance ball double paddle\u2026 @URL	indirect
5159	My accent isn't funny you fucking retard	indirect
3233	@user Nae cunt agrees wae YOU	indirect
3777	Migraction 59 en faveur des migrants de Calais @URL via @user	indirect
1983	dyke finna get dicked one fine day	indirect
1301	@user	indirect
3691	What the fuck this Dutch retard (Armoo) collabed with 6ix9ine... Literally everyone hates him here	indirect
2773	@user Vile cunt you\ud83d\ude02\ud83d\ude02\ud83d\ude02	indirect
5441	@user Just say nigger I give u the pass	indirect
5499	Despicable #Zionazi bastards. \n\n#BDS #FreePalestine #FreeGaza #IDFcowards #Satanyahu #Zionists #Israel @URL	indirect
1658	He\u2019s retarded @URL	indirect
1565	Yep. Was thinking about that back when the whole feminazi movement started. Any woman you may hire is a potential w… @URL	indirect
680	What an absolute cunt of a human being @URL	indirect
3542	\ud83d\ude02 people retarded af! Don\u2019t call me at no 12 am talking about no wreck \ud83d\ude02	indirect
603	@user @user Listen you asiactic mongol eastern euro trash you would\nNever say any of this to my fa\u2026 @URL	direct
2887	\u201cFucking retard I hate older people\u201d *claps 4 times* -John Mauer 2018	indirect
544	follow back retard @user	indirect
1100	@user I'd pay good money for some alone time with that skinny mongoloid.	indirect
3052	@user @user Nice projection faggot	direct
4206	Logic actually got Wu-Tang on a song entitled Wu-Tang Forever. Don't know how this vanilla wafer colored negro managed to do that.	indirect
5519	@user Yo ry ftg\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\udc80\ud83d\udc80\ud83d\udc80\ud83d\udc80\ud83d\udc80\ud83d\udc80 fkn retard	indirect
953	retard @user @URL	indirect
1099	@user @user Nah am not that retarded.	indirect
368	@user Just waiting for some trophy hunting twat to come along and shoot him.	indirect
5636	@user laundry is a cunt. Everything is cunt. @URL	direct
573	@user @user They let me down when they stopped selling spic nuggets	indirect
3787	#staranurag @user @URL	indirect
2734	These people need to change their own countries. Coming to ours and making it their same shithole isn't making thin\u2026 @URL	indirect
1578	Keep this same energy next time you talk about blacks Muslims Latinos etc. you hypocritical twat @URL	indirect
3204	@user So sorry to hear about your experience Deepika :( We try our best to keep our aircraft spic and span b\u2026 @URL	indirect
4416	@user @user @user Big mongy thinking he knows what\u2019s going on	indirect
3356	here I am again building my walls again this time i'll make it concrete na para dili na basta2 masudlan og mga mongol..	direct
1444	Me: H-\n\nMy mom : I Just know your being a faggot you disappintment	indirect
3953	Don't delay because delaying must be retarded. \u2014 di Pasir Berbisik Gunung Bromo @URL	indirect
272	follow and retweet to win nothing you faggot	indirect
1632	fucking cunt	direct
5156	To the group of 4 grown men that I supplied amazing customer service to today who called me a \fucking faggot\; I\u2026 @URL	indirect
5012	ignis scientia can call me a retard	indirect
2998	max is meeting the spider dyke today!!	indirect
3464	my kids are gonna be half spic n half baguette	indirect
2246	Those inbreed mongoloid Americanized Unamerican Brazil Military Police and Government are good shots You got to be\u2026 @URL	indirect
1233	@user your brother is a faggot ass coward	indirect
2772	Tell you what any boro fan happy with this dinosaur ancient mongoloid in charge must have a very boring life	indirect
1107	@user U look like a retard	direct
3458	What About Me is about to be the new fuck boy anthem... it’s too late negro	indirect
2599	@user @user Rojonegro	indirect
32	cum in eye ball faggot dickhead fucking cunt slut cakes	indirect
1243	Some who were signing up in 2003 were bragging that they couldn't wait to kill a 'raghead'...That's pure racism... @URL	indirect
1454	You retard @URL	indirect
999	@user Hes a literal twat hey? He tried to justify himself on Twitter too\nThis guy went to twitchcon to\u2026 @URL	indirect
4435	@user Yea that's not all he said. But it's apparent the social media for 5NEWS is ran by someone retarded or close to it.	indirect
3216	@user EXACTLY!! Like \u201che\u2019s a baby\u201d is such a small fact in the situation. This is clearly not a dyke and I\u2019m STILL mad lol	indirect
2705	I added a video to a @user playlist @URL Kid goes full retard after he drops his coin in the sewer \u263a	indirect
5170	@user @user @user You are actually retarded	indirect
1590	#dagga #marijuana #weed #cannabis #southafrica #africa @URL	indirect
659	@user If nothing else the way he casually throws the word retard around as an insult proves what a disgust\u2026 @URL	indirect
2367	@user Lmaoooo idk man some crazy negro	indirect
3796	guys @user is lecturing us on acute body types and skull shapes....mongoloid?!?!? like shut the f up bro!!!	indirect
2789	@user Put mic in retard	indirect
1994	@user What a retard	indirect
2785	@user the chinaman is not the issue here	indirect
185	going as pippi longstocking for a halloween event tonight bc shes a ginger who wears dyke attire so i fit the criteria	indirect
4254	@user @user ima be real...you try to talk to 20000 screaming mentally retarded adults who cant even form\u2026 @URL	direct
14	Many MDSZ's classical and golden scenes will be CUT just because of the stupid retarded and shitty idea of going a\u2026 @URL	indirect
411	Call me a spic shit at least u calling	indirect
5634	After bantering about the Leicester Chopper crash this cunt posted \ud83d\udc47\ud83c\udffb then blocked me\ud83d\ude05\nThe sure sign of a loser\ud83d\udc47\ud83c\udffb\nH\u2026 @URL	indirect
354	@user @user @user Now yes this politically motivated terrorist is white.... and leftist	indirect
294	@user He\u2019s a right fucking mongoloid recently Scott.	indirect
167	@user We haven't \had a vote\. We had a fraud though. Copying those shithole countries we hear about.	indirect
684	@user @user @user Danny\u2019s a chinaman	indirect
1737	The faggot scene in Grand Budapest Hotel is probably the hardest I've laughed at a movie	indirect
5230	@user @user Funny they don't use the word \terrorist\ By the way what \leftist extremism\ was responsible for murders?	indirect
1413	@user @user OUTRAGEOUS!!!!!!!! OUTRAGEOUS!!! You’re going to have illegal aliens (because that’s wh… @URL	indirect
1226	@user hire me instead of that retard Dave Roberts @URL	indirect
2706	@user @user Bob how old is that ching chong daughter of yours. Have you turned her over to th\u2026 @URL	direct
1807	@user Nigga retarded lmfaoooo what he gon record on then? Protools for the iPhone?\ud83e\udd23\ud83d\ude02	indirect
4302	Today's heated debate ... who is the biggest twat of Ashley's appointees to run #NUFC - Llambias or Charnley	indirect
3490	Stephen fletcher is a fucking cunt	indirect
362	Shit that I should have realized earlier: The phrase it's okay to be white is the Fisher-Price version of the 14 words	indirect
4956	Macron can't you see your own country's sinking into a shithole your trying to be Merkel no cunts interested in you\u2026 @URL	indirect
3018	OMG best #Indian I have ever eaten. Amazing. #sizzlerwatford #lovemyfood #foodcoma #spic #lush @user New Shapla Tandoor\u2026 @URL	indirect
538	In general this guy committed an act that will hurt his cause more than help it. The total futility of retard rage\u2026 @URL	indirect
2291	Roberts is a fuckin retard	indirect
4152	@user He\u2019s such a cunt	indirect
4679	@user It\u2019s clearly not him you twat	indirect
5145	Im faggot? @URL	indirect
1778	can\u2019t ever open grindr again because my ugly creepy faggot manager who wears full-on bdsm dominatrix gear in his pr\u2026 @URL	indirect
2186	@user It;s no different then saying dur dur durrrrr to mock mentally challenged people or 'ching chong ch… @URL	indirect
1757	@user Hey Jim if you ever lose your job you could always go back to your country(Cuba) and take the job of MINI… @URL	indirect
1601	@user Going to go out on a limb here but I think he might be a twat just kind of gives out a bit of a vibe.	direct
3580	Msnbc you are fuckin retarded . Every states man and woman discards the umbrella That way. Are you really that fuc\u2026 @URL	indirect
955	@user i think i am this weekend but you won’t be here nigger	indirect
3789	@user I'd probably vote for him but I didn't really like his vp I'm all pc and shit and like cunt pills? Gunny sacks? Not cool bro.	indirect
4038	@user I\u2019d rather Kevin feige call me a faggot to my face than this to even be thought of	indirect
2161	@user Deluded cunt ! We know who you are too \ud83e\udd14	indirect
350	@user @user @user @user \u201cWhy are we having all these people from shithole countries com\u2026 @URL	indirect
4974	@user Wo ching chong	indirect
956	oh WOW i definitely did not know that i tried to fuck the same bitch that outed me. happy tea time cunt. (;	indirect
5150	: [I honestly hate it and get so so angry when people say chink or ching chong cing cong of whatever the fuck @URL	indirect
3749	@user @user Turn them around and march their illegal aliens butts back to Mexico...	indirect
3882	bro i got called in early and theres no delivery Lol i should run my fat sweaty balls all over my bosses stinky stink face faggot	indirect
1088	@user @user What the leftist terrorist liberals are planning with this is one of their invaders get\u2026 @URL	indirect
2001	There was a fucking shooting today in Pittsburgh you mindless twat. @URL	indirect
5088	My white friends said you wetback spics crazy I hope no one heard that...cause if they did we gon be in some trooouuuble (drake voice)	indirect
381	@user Camerroonians don't do celebrities \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 some people surely want to shout oh but they don't wanna look retarded\ud83d\ude02	indirect
2013	I think that translates into \nYou twat \ud83d\ude02\ud83d\ude02\ud83d\ude02 @URL	indirect
3510	@user I\u2019m calling myself a raghead for Bismarck Byombo money	indirect
4261	@user @user eu ching chongs arent real ching chong	indirect
1741	Catch these hands at the overwatch meetup retard @URL	indirect
5295	@user I get you there too mate. They're all sickening. And some especially these ching chong bastards are just… @URL	indirect
5612	Highkey the reason I want to leave this shithole country is that with my current political awareness and the curren\u2026 @URL	indirect
674	@user Stick in your twat your dad is responsible for violence he promotes it so phony 1st daughter eat a bowl of dicks.	indirect
4847	@user Jen you have now reached full blown retard. Just stop it.	indirect
587	@user @user @user @user @user This ^^^ I was called a dog-eater had ching chong yelle… @URL	indirect
1538	@user Typical liberals but they are the party of tolerance and women and blacks and illegal aliens and whateve… @URL	indirect
3203	I’ve seen people who openly racistly mocked BTS and called it “ching chong music” but wanna preach about bullying b… @URL	indirect
3556	@user Just another twat talking \ud83d\udca9 thinking they know everything lol @user probably knows more about mot\u2026 @URL	indirect
4649	How doesn\u2019t Brisbane roar not fucking score cunt	indirect
4565	@user It’s okay to be white but this is not okay.	indirect
4870	I live with a retard she's called a Tanya. OK HI \ud83d\udd90\ufe0f	indirect
3977	@user @user Some twat shot a sleeping \ud83e\udd81 lion	indirect
4090	Pls go die u retard gimme a kiss \u2014 ? @URL	indirect
3804	@user the bomber was a leftist: \u201csee the left is violent it was a false flag\u201d\nthe bomber was a maga chud: \u201cactu\u2026 @URL	indirect
3885	@user @user @user yes i\u2019m easy to toy with and not you the turkey eating retard who can\u2019t stop replying to me lmao	indirect
2652	@user Then get the he'll out if you don't like it. Bye bye raghead..	direct
2947	@user They called and asked for someone that speaks English cause he don\u2019t like when spics answer the phone and called me a wetback	indirect
5149	@user @user @user well i didnt pay 1000$ on my phone you 1st world mongoloid	indirect
935	@user The C Bomb as you put it is thrown around a lot as in: Don't be a cunt!...What are you cunts up to\u2026 @URL	indirect
2655	@user @user Get ready Bengalis to be refugees again	indirect
5296	Smh women really are retarded @URL	indirect
3266	We had all this debate when we had 40m people. The Gvt answer to it was to bring in 20m immigrants. Beggars belief… @URL	indirect
5107	@user I\u2019m glad my mongoloid face was able to bring you momentary joy.	indirect
1551	So Trump incites hate daily and blames #Pittsburgh victims for not having guns. What a shithole! ...Trump reacting\u2026 @URL	indirect
1219	Her : You must be retarded if you think we\u2019re fucking\n\nMe : @URL	indirect
2670	Don\u2019t care if cardiff fans hate Liverpool or not to the cunt singing about hillsborough behind me is a utter cunt.\u2026 @URL	indirect
2103	I know it sucks being white lol y’all made the word nigger/nigga &amp; now y’all can’t even say it	indirect
2337	\like i remember\n\n when it was nothing with us\n\n now it's retarded\ \n @URL	indirect
3916	@user I got called beaner wetback spic people sang La cucaracha in the chat \ud83e\udd23 Best times	indirect
594	What's known about the #PittsburghShooting is that the guy was an absolute racist twat that doesn't deserve the air\u2026 @URL	indirect
3768	fuck you bitch yuh gana regret lying to me fucking retard	direct
536	leitung is a literal fucking retard the only people who follow him either hate every popular thing or just follow h\u2026 @URL	indirect
1782	Full-blown retard in this corner.. @URL	indirect
1520	As I was saying... you not Tucker Carson. You can’t just say anything negro	indirect
438	@user @user @user This \u201cstuff\u201d\u2019is what happens in \u201cshithole\u201dcountries with despots in charge.	indirect
1208	@user @user Well there is ya go- another raghead freak! These people gotta go- who in the hell would vote for her? She looks Evil	indirect
1646	@user go back to your country! Oh wait you are already there. is your country now!	indirect
3690	These people are mad retarded @URL	direct
4076	Our own @user with another \ud83d\udc49GREAT POINT!\n\nAnytime the person has leftist or terrorist ties Law Enforcement\u2026 @URL	indirect
4308	representative cindy lou who a man of tremendous courage and grit may someday be recognized as a shithole countries	indirect
3439	@user fuck u spic	indirect
321	Hope yas enjoy getting tripled. Maybe next time you'll actually back the fuck outta my lobby ya twat. @URL	indirect
5440	@user I need answers \ud83d\ude24 bc she make a fine ass dyke	indirect
1214	@user Daft bint.\n\nLike all ardent leftists she'll suck up to anything no matter how much it violates her loft\u2026 @URL	indirect
3933	currently looking across the room at this fucking retard @user	indirect
3346	@user You fucking cheating cunt. Ball to hand? Lying dirty bastard	direct
1788	@user ching chong sheng shiong	indirect
1543	And he wouldn\u2019t be calling me a faggot and talking about \u201cthere\u2019s a difference between gays and faggots gay guys l\u2026 @URL	indirect
4937	It was the fine lightskin dyke in the function &amp; i told her she was fine asf &amp; i had to bag her \ud83d\ude02\ud83e\udd2a fuck!shit!bitch!	indirect
3967	Attn: White Conservatives.\n\nDo you:\n\n-Hate George Soros &amp; other meddling leftist billionaire financiers?\n\n-Consider\u2026 @URL	indirect
2593	The cunt came out of nowhere	indirect
4107	God he\u2019s a fucking twat. @URL	indirect
2732	@user @user What\u2019s a mongy my man @URL	indirect
207	@user Fatlus mainstream now nigger	direct
3285	Today I won asylum for SIX Iranian refugees. Now they're free to live their lives in peace r… @URL	indirect
855	@user is a twat	direct
2006	Dave Roberts must be the most retard manager ever !!! Wtf is he doing putting in these sorry pitchers	indirect
1300	Found another liberal retard. \ud83d\udc47 @URL	indirect
4829	we should just cancel the shithole countries and just give it to Trump	indirect
2688	@user Am always up early can't sleep in its a twat	indirect
4607	@user Shut up Farmer. You are clearly retarded	indirect
5141	The fuck is this twat on about?!!! Fuck Mike Ashley the prick #NUFC @URL	direct
2253	Asian dyke masseuse and client #eat pussy Chester @URL	indirect
2590	@user im typing too slow now i seem like a retard	indirect
399	@user Matt stop labelling people far right. You are a biased left liberal snowflakes twat shouting down and dismissi\u2026 @URL	direct
3330	This can\u2019t be a real tweet especially from this faggot. No way Jose. @URL	indirect
2435	Reminder that Donegal is the biggest shithole in the country @URL	indirect
4910	I could snivel about the unfolding interiority of the mentally retarded at all	indirect
2680	@user I see this negro ye still halfway in the sunken place SMH	indirect
4544	@user are u streamong the injun vs the retard dick measuring contest	indirect
1035	@user Troll? Fucking retard? Is that the best you got? Besides who you trying to fool you don't think li\u2026 @URL	indirect
5351	You're next Willie you redheaded stupid Scottish cunt! @URL	direct
5605	@user @user So @user now thinks the #LNP policies on #refugees and #climatechange and… @URL	indirect
4311	like if you remember my iconic nigger tweet	indirect
1808	*high pitched ching chong* @URL	indirect
2281	@user @user lee hsien loong's chinaman criminal teck boon huat (chinaman harry potter)and malaysian tamil m\u2026 @URL	indirect
487	he's not a refugee from the middle east\nor a \shithole\ country\nhe didn't cross the US border in a \caravan\\nhe's n\u2026 @URL	indirect
2210	Ching Chong Ching Chong speak English or go back to your country\ud83c\uddfa\ud83c\uddf8	direct
3859	It’s okay to be white @URL	indirect
3010	this christine concert has just been a dyke party mostly um	indirect
5134	@user @user Cos I can u fucking retard....... sup it up twatchops \ud83d\ude0a	indirect
35	Come serve me faggots. My messages are open. Looking for a new faggot to fill a space in my wallet. #findom @URL	indirect
21	@user @user Economic asylum isn\u2019t a thing. Neither is \u201cmy country is a shithole\u201d asylum. \n\nHow m\u2026 @URL	indirect
4728	Oh cock stabbing fuck nuts weather twat says there's \Rain Shower\ outside.	indirect
138	@user The bonge always going full retard. @URL	indirect
4068	@user You look funny raghead	indirect
3636	@user Rosie O'Donnell: ching chong ping pong wing wong... It's cool- I have Chinese friends. It's cool. &lt;--… @URL	indirect
5000	@user @user @user Lol Corbyn and this twat are two of a kind.	indirect
5227	Can I go one day without seeing that 69 faggot on my phone?	indirect
450	@user @user oh cool. I love Dragon Ball man! My favorite was Sasuke ching chong or some shit.	indirect
3728	Also apparently apu is not in simpsons any moreJust goes to show you how retarded this day and age is	indirect
3748	@user \And I thought Who doesn't love Diana Ross\\n\n*Dresses up like a chinaman*\n\n\Who doesn't like Sweet and Sour Chicken?\	indirect
3931	so i flipped that guy that i used to have a crush on off and now his best friend thinks he can fuck me. i\u2019m dead.. fuck off you dumb cunt	indirect
996	@user @user I agree. We need to crack down on illegal immigration and unfettered immigration of refugees f… @URL	indirect
1580	Lol #ZOG puppet Emperor\nAnyone who still supports Trump is retarded @URL	indirect
4996	@user I said yesterday after he didn\u2019t pitch games 1 and 2 I didn\u2019t mind it but two nights in a row is retarded	indirect
4425	@user @user @user dont compare us with your mongol nation. u can compare ur nation with kur\u2026 @URL	indirect
4026	@user @user Protip: have some basic knowledge on a topic before you bust in act smug and look like a retard.	indirect
1770	Anyways the intellectual creative nigger jumped out of joon today goodnight	direct
4524	@user @user That might've been the real issue with shithole countries being called shitholes. It's\u2026 @URL	indirect
4312	Guess Obama is back to his home country armed with #GlobalWarming rhetoric to beat the poor country into a shithole. @URL	indirect
2644	What the fuck do they get out of this??! Absolute mongy virgins need shot. @URL	indirect
2408	@user Oooh noooo the high pitch ching chong songs	indirect
1446	Chinese restaurants doing Black Friday business tonight. At least in the Boston area..ching chong.	indirect
2012	What a horrible twat. UNFOLLOW @URL	indirect
1181	@user @user @user Would he be saying retarded stuff like this if the shooting occurred in a mosque? Doubtful. W\u2026 @URL	indirect
2765	make sure yall go check me @user and official_piffboyziggy new video out prd by @user @URL	indirect
4690	Fizeeque Fraturday leanest I\u2019ve looked in weeks still fat and retarded @URL	indirect
5372	no i legit might be retarded @URL	indirect
743	Hmmm...doesn't fit Trump's profiling description of being Mexican Muslim black foreign or from a \shithole\ cou\u2026 @URL	indirect
3818	@user Is all 40 lakh people are illegal immigrants hard to believe how these unimaginable immigrants ent… @URL	indirect
893	This is why #feminists are called #feminazi @URL	indirect
2847	@user Funny how the leftist are always projecting their morals on other people. Giving billions to terror state\u2026 @URL	indirect
5253	I think I'm finally over you after 3 years. you fucking cunt.	indirect
1871	@user The Confederacy would likely be a shithole country.	indirect
1982	@user Also who the fuck is he calling a faggot?	indirect
1508	hes a ching chong chicken nugger lol ; )	direct
2472	@user time to self teach myself an entirely abstract language just to learn what my favorite ching chong boys are saying	indirect
