id	tweet	annotator_sentiment
2772	Tell you what any boro fan happy with this dinosaur ancient mongoloid in charge must have a very boring life	shock_disgust
1107	@user U look like a retard	anger_fear_shock_indifference_disgust
3458	What About Me is about to be the new fuck boy anthem... it’s too late negro	anger_disgust
2599	@user @user Rojonegro	confusion_sadness
32	cum in eye ball faggot dickhead fucking cunt slut cakes	fear_indifference
1243	Some who were signing up in 2003 were bragging that they couldn't wait to kill a 'raghead'...That's pure racism... @URL	anger_confusion_shock_indifference_disgust
1454	You retard @URL	anger_disgust
999	@user Hes a literal twat hey? He tried to justify himself on Twitter too\nThis guy went to twitchcon to\u2026 @URL	anger_disgust
4435	@user Yea that's not all he said. But it's apparent the social media for 5NEWS is ran by someone retarded or close to it.	anger_indifference
3216	@user EXACTLY!! Like \u201che\u2019s a baby\u201d is such a small fact in the situation. This is clearly not a dyke and I\u2019m STILL mad lol	sadness_shock
2705	I added a video to a @user playlist @URL Kid goes full retard after he drops his coin in the sewer \u263a	sadness_indifference
5170	@user @user @user You are actually retarded	fear_disgust
1590	#dagga #marijuana #weed #cannabis #southafrica #africa @URL	anger_confusion_sadness_shock_indifference
659	@user If nothing else the way he casually throws the word retard around as an insult proves what a disgust\u2026 @URL	shock_indifference
2367	@user Lmaoooo idk man some crazy negro	confusion_disgust
3796	guys @user is lecturing us on acute body types and skull shapes....mongoloid?!?!? like shut the f up bro!!!	anger_disgust
2789	@user Put mic in retard	anger_sadness
1994	@user What a retard	confusion_fear_indifference_sadness_disgust
2785	@user the chinaman is not the issue here	anger_indifference
185	going as pippi longstocking for a halloween event tonight bc shes a ginger who wears dyke attire so i fit the criteria	indifference_disgust
4254	@user @user ima be real...you try to talk to 20000 screaming mentally retarded adults who cant even form\u2026 @URL	anger_confusion_fear_indifference_disgust
14	Many MDSZ's classical and golden scenes will be CUT just because of the stupid retarded and shitty idea of going a\u2026 @URL	confusion_sadness_shock_indifference_disgust
411	Call me a spic shit at least u calling	anger_sadness
5634	After bantering about the Leicester Chopper crash this cunt posted \ud83d\udc47\ud83c\udffb then blocked me\ud83d\ude05\nThe sure sign of a loser\ud83d\udc47\ud83c\udffb\nH\u2026 @URL	sadness_disgust
354	@user @user @user Now yes this politically motivated terrorist is white.... and leftist	anger_confusion_fear_sadness_disgust
294	@user He\u2019s a right fucking mongoloid recently Scott.	anger_sadness
167	@user We haven't \had a vote\. We had a fraud though. Copying those shithole countries we hear about.	anger_sadness
684	@user @user @user Danny\u2019s a chinaman	sadness_indifference
1737	The faggot scene in Grand Budapest Hotel is probably the hardest I've laughed at a movie	indifference_disgust
5230	@user @user Funny they don't use the word \terrorist\ By the way what \leftist extremism\ was responsible for murders?	anger_disgust
1413	@user @user OUTRAGEOUS!!!!!!!! OUTRAGEOUS!!! You’re going to have illegal aliens (because that’s wh… @URL	anger_disgust
1226	@user hire me instead of that retard Dave Roberts @URL	shock_disgust
2706	@user @user Bob how old is that ching chong daughter of yours. Have you turned her over to th\u2026 @URL	fear_disgust
1807	@user Nigga retarded lmfaoooo what he gon record on then? Protools for the iPhone?\ud83e\udd23\ud83d\ude02	anger_confusion_shock_indifference_disgust
4302	Today's heated debate ... who is the biggest twat of Ashley's appointees to run #NUFC - Llambias or Charnley	shock_disgust
3490	Stephen fletcher is a fucking cunt	anger_sadness_shock_indifference_disgust
362	Shit that I should have realized earlier: The phrase it's okay to be white is the Fisher-Price version of the 14 words	anger_fear_shock_indifference_sadness
4956	Macron can't you see your own country's sinking into a shithole your trying to be Merkel no cunts interested in you\u2026 @URL	anger_fear_shock_indifference_sadness
3018	OMG best #Indian I have ever eaten. Amazing. #sizzlerwatford #lovemyfood #foodcoma #spic #lush @user New Shapla Tandoor\u2026 @URL	fear_shock_indifference_sadness_disgust
538	In general this guy committed an act that will hurt his cause more than help it. The total futility of retard rage\u2026 @URL	anger_confusion
2291	Roberts is a fuckin retard	anger_fear_shock_indifference_disgust
4152	@user He\u2019s such a cunt	shock_disgust
4679	@user It\u2019s clearly not him you twat	confusion_shock
5145	Im faggot? @URL	anger_fear
1778	can\u2019t ever open grindr again because my ugly creepy faggot manager who wears full-on bdsm dominatrix gear in his pr\u2026 @URL	anger_sadness
2186	@user It;s no different then saying dur dur durrrrr to mock mentally challenged people or 'ching chong ch… @URL	anger_confusion_fear_shock_sadness
1757	@user Hey Jim if you ever lose your job you could always go back to your country(Cuba) and take the job of MINI… @URL	anger_sadness
1601	@user Going to go out on a limb here but I think he might be a twat just kind of gives out a bit of a vibe.	sadness_shock
3580	Msnbc you are fuckin retarded . Every states man and woman discards the umbrella That way. Are you really that fuc\u2026 @URL	anger_fear_indifference_sadness_disgust
955	@user i think i am this weekend but you won’t be here nigger	indifference_disgust
3789	@user I'd probably vote for him but I didn't really like his vp I'm all pc and shit and like cunt pills? Gunny sacks? Not cool bro.	confusion_disgust
4038	@user I\u2019d rather Kevin feige call me a faggot to my face than this to even be thought of	anger_disgust
2161	@user Deluded cunt ! We know who you are too \ud83e\udd14	anger_disgust
350	@user @user @user @user \u201cWhy are we having all these people from shithole countries com\u2026 @URL	shock_disgust
4974	@user Wo ching chong	confusion_indifference
956	oh WOW i definitely did not know that i tried to fuck the same bitch that outed me. happy tea time cunt. (;	anger_confusion_shock_indifference_disgust
5150	: [I honestly hate it and get so so angry when people say chink or ching chong cing cong of whatever the fuck @URL	anger_indifference
3749	@user @user Turn them around and march their illegal aliens butts back to Mexico...	anger_disgust
3882	bro i got called in early and theres no delivery Lol i should run my fat sweaty balls all over my bosses stinky stink face faggot	indifference_disgust
1088	@user @user What the leftist terrorist liberals are planning with this is one of their invaders get\u2026 @URL	confusion_disgust
2001	There was a fucking shooting today in Pittsburgh you mindless twat. @URL	anger_confusion_sadness_indifference_disgust
5088	My white friends said you wetback spics crazy I hope no one heard that...cause if they did we gon be in some trooouuuble (drake voice)	confusion_indifference
381	@user Camerroonians don't do celebrities \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 some people surely want to shout oh but they don't wanna look retarded\ud83d\ude02	anger_disgust
2013	I think that translates into \nYou twat \ud83d\ude02\ud83d\ude02\ud83d\ude02 @URL	shock_indifference_disgust
3510	@user I\u2019m calling myself a raghead for Bismarck Byombo money	indifference_disgust
4261	@user @user eu ching chongs arent real ching chong	anger_sadness_shock_indifference_disgust
1741	Catch these hands at the overwatch meetup retard @URL	anger_confusion_fear_shock_disgust
5295	@user I get you there too mate. They're all sickening. And some especially these ching chong bastards are just… @URL	anger_fear_shock_indifference_disgust
5612	Highkey the reason I want to leave this shithole country is that with my current political awareness and the curren\u2026 @URL	shock_indifference
674	@user Stick in your twat your dad is responsible for violence he promotes it so phony 1st daughter eat a bowl of dicks.	anger_disgust
4847	@user Jen you have now reached full blown retard. Just stop it.	sadness_indifference
587	@user @user @user @user @user This ^^^ I was called a dog-eater had ching chong yelle… @URL	anger_confusion_fear_shock_disgust
1538	@user Typical liberals but they are the party of tolerance and women and blacks and illegal aliens and whateve… @URL	indifference_disgust
3203	I’ve seen people who openly racistly mocked BTS and called it “ching chong music” but wanna preach about bullying b… @URL	confusion_indifference
3556	@user Just another twat talking \ud83d\udca9 thinking they know everything lol @user probably knows more about mot\u2026 @URL	sadness_disgust
4649	How doesn\u2019t Brisbane roar not fucking score cunt	sadness_indifference
4565	@user It’s okay to be white but this is not okay.	confusion_indifference
4870	I live with a retard she's called a Tanya. OK HI \ud83d\udd90\ufe0f	anger_disgust
3977	@user @user Some twat shot a sleeping \ud83e\udd81 lion	anger_indifference
4090	Pls go die u retard gimme a kiss \u2014 ? @URL	sadness_disgust
3804	@user the bomber was a leftist: \u201csee the left is violent it was a false flag\u201d\nthe bomber was a maga chud: \u201cactu\u2026 @URL	anger_sadness_shock_indifference_disgust
3885	@user @user @user yes i\u2019m easy to toy with and not you the turkey eating retard who can\u2019t stop replying to me lmao	indifference_disgust
2652	@user Then get the he'll out if you don't like it. Bye bye raghead..	anger_disgust
2947	@user They called and asked for someone that speaks English cause he don\u2019t like when spics answer the phone and called me a wetback	anger_sadness
5149	@user @user @user well i didnt pay 1000$ on my phone you 1st world mongoloid	indifference_disgust
935	@user The C Bomb as you put it is thrown around a lot as in: Don't be a cunt!...What are you cunts up to\u2026 @URL	confusion_sadness
2655	@user @user Get ready Bengalis to be refugees again	fear_disgust
5296	Smh women really are retarded @URL	anger_fear_shock_indifference_disgust
3266	We had all this debate when we had 40m people. The Gvt answer to it was to bring in 20m immigrants. Beggars belief… @URL	confusion_indifference
5107	@user I\u2019m glad my mongoloid face was able to bring you momentary joy.	anger_shock
1551	So Trump incites hate daily and blames #Pittsburgh victims for not having guns. What a shithole! ...Trump reacting\u2026 @URL	shock_disgust
1219	Her : You must be retarded if you think we\u2019re fucking\n\nMe : @URL	anger_indifference
2670	Don\u2019t care if cardiff fans hate Liverpool or not to the cunt singing about hillsborough behind me is a utter cunt.\u2026 @URL	anger_fear_indifference_sadness_disgust
2103	I know it sucks being white lol y’all made the word nigger/nigga &amp; now y’all can’t even say it	anger_fear_shock_sadness_disgust
2337	\like i remember\n\n when it was nothing with us\n\n now it's retarded\ \n @URL	anger_confusion_sadness_shock_disgust
3916	@user I got called beaner wetback spic people sang La cucaracha in the chat \ud83e\udd23 Best times	confusion_sadness_shock_indifference_disgust
594	What's known about the #PittsburghShooting is that the guy was an absolute racist twat that doesn't deserve the air\u2026 @URL	sadness_disgust
3768	fuck you bitch yuh gana regret lying to me fucking retard	anger_confusion_sadness_shock_disgust
536	leitung is a literal fucking retard the only people who follow him either hate every popular thing or just follow h\u2026 @URL	anger_confusion
1782	Full-blown retard in this corner.. @URL	confusion_disgust
1520	As I was saying... you not Tucker Carson. You can’t just say anything negro	anger_indifference
438	@user @user @user This \u201cstuff\u201d\u2019is what happens in \u201cshithole\u201dcountries with despots in charge.	confusion_fear_indifference_sadness_disgust
1208	@user @user Well there is ya go- another raghead freak! These people gotta go- who in the hell would vote for her? She looks Evil	anger_disgust
1646	@user go back to your country! Oh wait you are already there. is your country now!	confusion_fear_shock_sadness_disgust
3690	These people are mad retarded @URL	anger_sadness
4076	Our own @user with another \ud83d\udc49GREAT POINT!\n\nAnytime the person has leftist or terrorist ties Law Enforcement\u2026 @URL	confusion_disgust
4308	representative cindy lou who a man of tremendous courage and grit may someday be recognized as a shithole countries	confusion_indifference
3439	@user fuck u spic	anger_disgust
321	Hope yas enjoy getting tripled. Maybe next time you'll actually back the fuck outta my lobby ya twat. @URL	anger_indifference
5440	@user I need answers \ud83d\ude24 bc she make a fine ass dyke	anger_sadness
1214	@user Daft bint.\n\nLike all ardent leftists she'll suck up to anything no matter how much it violates her loft\u2026 @URL	anger_disgust
3933	currently looking across the room at this fucking retard @user	sadness_disgust
3346	@user You fucking cheating cunt. Ball to hand? Lying dirty bastard	anger_fear_shock_indifference_disgust
1788	@user ching chong sheng shiong	anger_disgust
1543	And he wouldn\u2019t be calling me a faggot and talking about \u201cthere\u2019s a difference between gays and faggots gay guys l\u2026 @URL	anger_confusion_sadness_shock_disgust
4937	It was the fine lightskin dyke in the function &amp; i told her she was fine asf &amp; i had to bag her \ud83d\ude02\ud83e\udd2a fuck!shit!bitch!	anger_sadness_shock_disgust
3967	Attn: White Conservatives.\n\nDo you:\n\n-Hate George Soros &amp; other meddling leftist billionaire financiers?\n\n-Consider\u2026 @URL	sadness_indifference
2593	The cunt came out of nowhere	sadness_shock_indifference_disgust
4107	God he\u2019s a fucking twat. @URL	anger_disgust
2732	@user @user What\u2019s a mongy my man @URL	confusion_fear_shock_indifference_sadness
207	@user Fatlus mainstream now nigger	anger_confusion_shock_indifference_disgust
3285	Today I won asylum for SIX Iranian refugees. Now they're free to live their lives in peace r… @URL	fear_disgust
855	@user is a twat	confusion_disgust
2006	Dave Roberts must be the most retard manager ever !!! Wtf is he doing putting in these sorry pitchers	anger_indifference
1300	Found another liberal retard. \ud83d\udc47 @URL	anger_sadness
4829	we should just cancel the shithole countries and just give it to Trump	sadness_fear
2688	@user Am always up early can't sleep in its a twat	confusion_sadness_shock_indifference_disgust
4607	@user Shut up Farmer. You are clearly retarded	anger_fear_shock_indifference_disgust
5141	The fuck is this twat on about?!!! Fuck Mike Ashley the prick #NUFC @URL	anger_fear
2253	Asian dyke masseuse and client #eat pussy Chester @URL	indifference_disgust
2590	@user im typing too slow now i seem like a retard	anger_sadness_shock_indifference_disgust
399	@user Matt stop labelling people far right. You are a biased left liberal snowflakes twat shouting down and dismissi\u2026 @URL	anger_confusion_fear_indifference_disgust
3330	This can\u2019t be a real tweet especially from this faggot. No way Jose. @URL	anger_sadness_shock_indifference_disgust
2435	Reminder that Donegal is the biggest shithole in the country @URL	anger_confusion_sadness_shock_indifference
4910	I could snivel about the unfolding interiority of the mentally retarded at all	indifference_disgust
2680	@user I see this negro ye still halfway in the sunken place SMH	confusion_sadness_shock_indifference_disgust
4544	@user are u streamong the injun vs the retard dick measuring contest	anger_shock
1035	@user Troll? Fucking retard? Is that the best you got? Besides who you trying to fool you don't think li\u2026 @URL	anger_disgust
5351	You're next Willie you redheaded stupid Scottish cunt! @URL	confusion_sadness_shock_indifference_disgust
5605	@user @user So @user now thinks the #LNP policies on #refugees and #climatechange and… @URL	anger_disgust
4311	like if you remember my iconic nigger tweet	sadness_indifference
1808	*high pitched ching chong* @URL	anger_confusion_shock_indifference_disgust
2281	@user @user lee hsien loong's chinaman criminal teck boon huat (chinaman harry potter)and malaysian tamil m\u2026 @URL	sadness_indifference
487	he's not a refugee from the middle east\nor a \shithole\ country\nhe didn't cross the US border in a \caravan\\nhe's n\u2026 @URL	sadness_fear
2210	Ching Chong Ching Chong speak English or go back to your country\ud83c\uddfa\ud83c\uddf8	anger_sadness_shock_indifference_disgust
3859	It’s okay to be white @URL	sadness_disgust
3010	this christine concert has just been a dyke party mostly um	anger_confusion
5134	@user @user Cos I can u fucking retard....... sup it up twatchops \ud83d\ude0a	anger_disgust
35	Come serve me faggots. My messages are open. Looking for a new faggot to fill a space in my wallet. #findom @URL	anger_fear_indifference_sadness_disgust
21	@user @user Economic asylum isn\u2019t a thing. Neither is \u201cmy country is a shithole\u201d asylum. \n\nHow m\u2026 @URL	confusion_indifference
4728	Oh cock stabbing fuck nuts weather twat says there's \Rain Shower\ outside.	anger_indifference
138	@user The bonge always going full retard. @URL	anger_confusion_shock_indifference_disgust
4068	@user You look funny raghead	indifference_disgust
3636	@user Rosie O'Donnell: ching chong ping pong wing wong... It's cool- I have Chinese friends. It's cool. &lt;--… @URL	shock_indifference
5000	@user @user @user Lol Corbyn and this twat are two of a kind.	anger_shock
5227	Can I go one day without seeing that 69 faggot on my phone?	anger_confusion_sadness_indifference_disgust
450	@user @user oh cool. I love Dragon Ball man! My favorite was Sasuke ching chong or some shit.	confusion_indifference
3728	Also apparently apu is not in simpsons any moreJust goes to show you how retarded this day and age is	anger_confusion_fear_indifference_disgust
3748	@user \And I thought Who doesn't love Diana Ross\\n\n*Dresses up like a chinaman*\n\n\Who doesn't like Sweet and Sour Chicken?\	anger_disgust
3931	so i flipped that guy that i used to have a crush on off and now his best friend thinks he can fuck me. i\u2019m dead.. fuck off you dumb cunt	anger_fear_indifference_sadness_disgust
996	@user @user I agree. We need to crack down on illegal immigration and unfettered immigration of refugees f… @URL	anger_confusion_fear_sadness_disgust
1580	Lol #ZOG puppet Emperor\nAnyone who still supports Trump is retarded @URL	shock_indifference
4996	@user I said yesterday after he didn\u2019t pitch games 1 and 2 I didn\u2019t mind it but two nights in a row is retarded	anger_shock
4425	@user @user @user dont compare us with your mongol nation. u can compare ur nation with kur\u2026 @URL	sadness_indifference
4026	@user @user Protip: have some basic knowledge on a topic before you bust in act smug and look like a retard.	confusion_disgust
1770	Anyways the intellectual creative nigger jumped out of joon today goodnight	anger_shock
4524	@user @user That might've been the real issue with shithole countries being called shitholes. It's\u2026 @URL	anger_indifference
4312	Guess Obama is back to his home country armed with #GlobalWarming rhetoric to beat the poor country into a shithole. @URL	sadness_indifference
2644	What the fuck do they get out of this??! Absolute mongy virgins need shot. @URL	anger_confusion_sadness_fear_disgust
2408	@user Oooh noooo the high pitch ching chong songs	shock_indifference
1446	Chinese restaurants doing Black Friday business tonight. At least in the Boston area..ching chong.	anger_sadness
2012	What a horrible twat. UNFOLLOW @URL	confusion_fear_indifference_sadness_disgust
1181	@user @user @user Would he be saying retarded stuff like this if the shooting occurred in a mosque? Doubtful. W\u2026 @URL	sadness_disgust
2765	make sure yall go check me @user and official_piffboyziggy new video out prd by @user @URL	anger_sadness_shock_indifference_disgust
4690	Fizeeque Fraturday leanest I\u2019ve looked in weeks still fat and retarded @URL	anger_confusion_sadness_shock_disgust
5372	no i legit might be retarded @URL	sadness_indifference
743	Hmmm...doesn't fit Trump's profiling description of being Mexican Muslim black foreign or from a \shithole\ cou\u2026 @URL	anger_confusion_fear_shock_indifference
3818	@user Is all 40 lakh people are illegal immigrants hard to believe how these unimaginable immigrants ent… @URL	anger_fear_shock_indifference_disgust
893	This is why #feminists are called #feminazi @URL	indifference_disgust
2847	@user Funny how the leftist are always projecting their morals on other people. Giving billions to terror state\u2026 @URL	anger_confusion_fear_shock_indifference
5253	I think I'm finally over you after 3 years. you fucking cunt.	anger_confusion_sadness_indifference_disgust
1871	@user The Confederacy would likely be a shithole country.	anger_indifference
1982	@user Also who the fuck is he calling a faggot?	indifference_disgust
1508	hes a ching chong chicken nugger lol ; )	anger_indifference
2472	@user time to self teach myself an entirely abstract language just to learn what my favorite ching chong boys are saying	shock_disgust
3725	travis scott looks like his retarded little cousin GBYE. don\u2019t ever disrespect my man like that. @URL	anger_indifference
715	Did I marketbuy some lowcap trash like a retard?\n\nYes.\n\nDid it feel good?\n\nYes.\n\nWill I get rekt?\n\nYes.	confusion_indifference
1608	@user Never go full retard	indifference_disgust
2226	KEY POINT: Christine Blasey Ford and her feminazi lawyers who have carried out this charade have profoundly disresp… @URL	anger_fear_shock_indifference_sadness
2349	@user @user ='\shithole\ x countries\n= \rapists\ and \bad hombres\\n='\sleepy eyed\( jewish) opponents\n=\\u2026 @URL	fear_disgust
3858	@user who's the mongoloid?	sadness_disgust
3412	dear ma’am: “ching chong chang” is not actual Chinese. that’s fucking racist.	anger_indifference
4779	@user @user @user When you say immigrants do you really mean illegal aliens? Have you s… @URL	anger_shock
4695	Neil Lennon is a soup taker. @URL	confusion_indifference
4215	@user @user Don't be so sensitive god you faggot	confusion_indifference
1889	Julio Urias my spic	anger_sadness
2953	Amazing clean up call today with the dancers \ud83d\udc83\ud83c\udffb spic spoc and ready for a weekend of shows! @user \ud83e\udd18\ud83c\udffc	sadness_shock_indifference_disgust
5569	someone: turn off that ching chong shit\nme and my friends: @URL	anger_confusion_shock_indifference_disgust
1321	4 shots of don julio later I feel retarded	anger_confusion_sadness_indifference_disgust
1534	OK ching chong @URL	anger_disgust
5275	@user calling him / her a twat probably \ud83d\ude02	indifference_disgust
3468	@user Why only compre with white countries? Every country in the world. It in that graph is a violent shithole	anger_fear_indifference_sadness_disgust
4248	Uavaihvdisnbsjshsksusbs Latino gang gang -the spic from I like it like that	sadness_indifference
797	BREXIT..... this cunt is tricking us to come back and strap vests on herself and probably kids to and blow us up. F\u2026 @URL	anger_confusion_fear_indifference_sadness
5432	@user @user Wonder how long till more retarded Chinese starts flocking in this tweet and start ching-cho\u2026 @URL	confusion_sadness_shock_indifference_disgust
304	@user Prove it negro	anger_confusion_sadness_indifference_disgust
2047	Me when I watch my story back the next day after being a messy drunken little twat @URL	shock_disgust
3521	The percentage of immigrants has almost never been higher @URL @URL	anger_sadness
3772	@user You\u2019ve put on after the e you daft cunt not even one there	anger_shock
4186	1. Fear mongering about refugees loitering in international waters waiting for a Labo…	anger_fear_indifference_sadness_disgust
346	big boy carl has blocked me after I said\nterf is a derogatory term the same as faggot is. neither should be used/\nH\u2026 @URL	shock_disgust
2536	NBA been kind for first week with mongy bookies doing mongy things - hope they don\u2019t improve	confusion_sadness_shock_indifference_disgust
3065	@user Republicans: Keep those hungry thirsty dark-skinned strangers from walking here from their shithole\u2026 @URL	shock_disgust
3477	@user It wasn't going in your blind twat and Roofe couldn't get his chest or leg to it so he just used h\u2026 @URL	sadness_indifference
2550	@user @user Wikipedia on the mongol language writes that this view is now discredited.	anger_shock
909	Hush lil nigger @URL	anger_indifference
2298	@user ...yup. Asylum seeking immigrants and people from shithole countries are the problem.\n\n...yup. \n\n...they sure\u2026 @URL	fear_shock_indifference_sadness_disgust
960	@user @user One does not close ones own umbrella what a twat!	anger_confusion_shock_indifference_disgust
3984	someone pls tell me why a 12 year old called me a ching chong bitch today when i looked at him funny for wearing a grill. i hate sb so much	anger_fear_shock_sadness_disgust
4101	@user @user That's true. @user supports drivers licenses for illegal aliens the Governor's pl… @URL	anger_disgust
2487	@user @user @user Maybe they should stay in their shithole countries and stand up to the mess *their* politicians built!	sadness_indifference
1168	i applied to like four different schools ugh i hope i at least get accepted into one of them LMAO i know im retarded but like please	fear_shock_indifference_sadness_disgust
1541	Niggas be getting beat up by their dukes dyke girlfriend saying she got too much testosterone \ud83e\udd23\ud83e\udd23\ud83e\udd23\ud83e\udd23	anger_sadness_shock_disgust
4420	@user Not retarded just a nihilist	confusion_fear_shock_indifference_sadness
4011	@user Nah its coz you are a cunt	anger_confusion_fear_shock_sadness
3844	Well firstly there's not such thing as Satan. Secondly you are a thunderous cunt....thirdly your hair looks awful.\u2026 @URL	anger_sadness_shock_indifference_disgust
5622	@user Yes ching chong of course	anger_sadness
3049	@user @user It’s okay to be white bruh	confusion_disgust
4641	@user @user He's a progressive/neo-Marxist. A radical leftist who wants open borders &amp; mass-migratio\u2026 @URL	sadness_disgust
1	Most Canadians have never met seen or associated with a person who are currently labelled as \retarded\ . I plan t\u2026 @URL	sadness_indifference
4116	Get paid young negro get paid	sadness_disgust
51	The #DoDamage slogan is so unbelievably stupid. It\u2019s every offense\u2019s goal to do damage. It gives mongoloid Boston f\u2026 @URL	shock_indifference
1053	@user @user I am a South African living in my native country a shithole according to Trump so I don't lik\u2026 @URL	sadness_indifference
2684	I know as soon as I figure this out I'm gonna feel retarded	confusion_sadness_shock_indifference_disgust
512	@user @user @user Plz stop singing vaishanav zana bla bla bla if mongol warlord Genghis khan can\u2026 @URL	sadness_indifference
3958	you: a chink in the wall allowed a draft to blow\nme an intellectual: a chinaman in the counterscarp tolerate a conscription to misfortune	anger_confusion_sadness_shock_indifference
5271	I\u2019m a hole sir I\u2019m a faggot sir I\u2019m just a clit sir I\u2019m a hole sir I\u2019m a faggot sir I\u2019m just a clit sir I\u2019m a hole\u2026 @URL	anger_indifference
3614	@user He is a twat but he did say he was wrong the other day and praised up emri	shock_indifference
1475	@user Answer the question faggot! (Btw it wasn\u2019t me)	anger_disgust
3083	@user @user @user It's okay to be white.	anger_confusion_fear_sadness_disgust
4715	@user Im just convinced now people retarded asf...no more review or impressions for me ...i will stick to\u2026 @URL	anger_shock
3169	@user @user Damn ching chong. Your memes are pretty bad. Maybe until Perkz comes back you'll get better	confusion_disgust
591	@user beautiful dyke \ud83c\udf69	anger_confusion_fear_shock_disgust
5487	Political correctness is turning our country into a shithole. It's a tool of far left extremists to divide and cont\u2026 @URL	anger_indifference
2798	@user ching ching chong :)	anger_confusion_sadness_indifference_disgust
1250	I mean she can call me a faggot as long as she continues to give me school money.. love her	confusion_fear_shock_indifference_disgust
4628	@user 100% looks like it would tell you to go back to your country @URL	anger_fear_indifference_sadness_disgust
3986	Some retard wrote a pretty fucking big pastebin arguing against Joseph's tweets about streaming horror games and it\u2026 @URL	confusion_sadness_shock_indifference_disgust
3661	ok i roasted a ching chong girl now	confusion_shock
3926	@user @user What a turnaround? Your mongy officials turned it around not MK	anger_sadness_shock_indifference_disgust
3540	They all retarded @URL	anger_sadness_shock_indifference_disgust
1729	Your game is fucked shit shite shitty twat bastard of a game	confusion_disgust
1133	@user @user @user @user @user Zip it raghead	sadness_indifference
4929	I’m a negro so my open mind got a screen door	anger_sadness
967	@user Rats bring disease and must be eradicated	anger_confusion_shock_indifference_disgust
5015	@user Hahahahaha is you match maker??? Learn to make a sentence retard and hell yeah I'm a bitch but not a scar\u2026 @URL	anger_disgust
5207	@user whos this faggot ?	anger_fear_shock_indifference_disgust
2126	@user @user @user @user @user I don't live in a trailor raghead	anger_disgust
259	\You clearly don't seem to listen to your wife at all.\\n\n'She's a great listener take that back you twat.'	confusion_sadness_shock_indifference_disgust
2559	@user He sounds like a faggot	anger_indifference
890	Also. I'm being a judgemental cunt again but watching overgrown indie boys from the naughties getting emotionally o\u2026 @URL	anger_sadness
1381	\u266a Gimme a break gimme a break. Break me off a piece of that fat retard \u266a @URL	indifference_disgust
1472	Guys are retarded	sadness_shock
3327	@user Dude your so retarded	anger_sadness_shock_indifference_disgust
3539	That's right illegals! Head on home to whatever shithole you came from!\n\nYou don't get to just waltz in here expo\u2026 @URL	anger_sadness_shock_indifference_disgust
3240	im not playing comp this game is actual buns cunt 9 bangs and riot shields gotta fucking go	anger_confusion
61	carrying retard boy @user @URL	confusion_fear_shock_indifference_sadness
1821	So I just watched Slender. Worst most retarded fucking movie I ever seen in my life	anger_confusion_sadness_indifference_disgust
1356	My eyes saw sob but my brain read nigger @URL	anger_confusion_sadness_shock_indifference
806	@user Such a fucking twat	anger_fear
1989	This man Weezy said “keep in mind I’m a negro so my open mind got a screen door” @URL	anger_disgust
3517	@user your a twat.	anger_disgust
5278	@user ching chong ching chang	confusion_disgust
808	@user @user He\u2019s not dropped he\u2019s poorly with an illness you mongy	anger_fear
3936	@user You've never been a twat lol	anger_disgust
3928	say chink gook chinaman ching chong ur allowed to @user	confusion_disgust
1391	@user 6/28/2018. Four illegal aliens are accused of kidnapping and raping two teenage sisters 13 and 1… @URL	anger_confusion_fear_shock_sadness
2523	@user @user @user @user @user @user @user So now what about \u201c shithole\u201d countries? People just don\u2026 @URL	shock_disgust
3553	Regular Show season 4 final in a nutshell\nMordecai swatted and stood up on date \nThomas is a retarded \nPops gets a\u2026 @URL	indifference_disgust
3237	@user when i watch i sit and think @user is farming like a retard everything will get denied if he plays\u2026 @URL	anger_sadness
2580	@user Yes! Idc what nobody says that negro is dope!!	sadness_fear
3300	@user Yep. We got the place spic and span and I thought to myself \Well this will last until naptime ends.\ \n\nAnd I was right.	anger_confusion_fear_shock_indifference
903	Unfuckingbelievable. How much of a sick oxygen stealing dick splash of a cunt do you have to be to tweet somethin\u2026 @URL	anger_sadness
4801	@user jesus christ I'm pretty sure he's just retarded.	anger_disgust
2424	@user @user @user Oh no y\u2019all better tell on his faggot ass	anger_disgust
1297	I require a certain level of nigger @URL	anger_confusion_sadness_indifference_disgust
3426	@user I didn\u2019t know you were a fellow spic	shock_disgust
5556	Turkish president is a liar and hates America fun this raghead sucks big time	anger_fear
976	Fucking retard lemme tell ya \ud83d\ude02\ud83d\ude02 @URL	anger_disgust
1162	Herman is such a faggot LMAO !!!	anger_confusion_sadness_shock_fear
353	@user what a fucking faggot!	anger_fear_shock_indifference_sadness
5084	Nahhhh what a retard hahah @URL	confusion_indifference
3951	@user @user are u retarded daddy? butter is enough. u ever have potatoes with JUST BUTTER RETARD	anger_sadness_shock_indifference_disgust
3235	Lol they said none of that nigger tailgating this year @URL	anger_sadness
3522	@user @user @user Mongol ruled mongol area present China was with qin dynasty never less\u2026 @URL	anger_sadness
3683	ching chong alert\ud83c\ude35\ud83c\ude1a\ufe0f\u2622\ufe0f	confusion_fear_shock_sadness_disgust
1334	19-y-o waitress tells me story of her arrest @user for assaulting dope on bus who insisted on using word 'faggot.' 1s\u2026 @URL	sadness_shock
500	@user You’re posting statistics all the way back to 2013 and I can’t see America getting more immigrants… @URL	anger_confusion_sadness_indifference_disgust
5276	nigera fucker a nigger pooper	anger_disgust
